,Asiento,Grupo,Sexo,Tarea1,Tarea2,Tarea3,Tarea4,Tarea5,Tarea6,Asistencia,Conducta,Participacion,Proyecto1,Proyecto2,Examen,Autoevaluacion
188,188,F,M,4,5,8,8,7.4,3.9000000000000004,8,5.8,7.119999999999999,7.080000000000001,6.6739999999999995,6.8862000000000005,6.626799999999999
189,189,F,M,9,5,8,8,7.4,5.3999999999999995,8,6.8,7.52,8.080000000000002,7.103999999999999,7.5152,7.3328
190,190,F,M,7,5,8,9,7.4,4.800000000000001,7,5.800000000000001,6.5200000000000005,7.280000000000001,6.444,6.677200000000001,6.440800000000001
191,191,F,M,8,6,9,8,8.2,5.3999999999999995,7,6.000000000000001,6.6000000000000005,7.84,6.5600000000000005,6.920000000000001,6.660000000000001
192,192,F,M,4,8,9,9,8.2,4.8,6,4.6,5.4399999999999995,6.640000000000001,5.9879999999999995,5.908399999999999,5.537599999999999
193,193,F,F,2,5,6,9,5.800000000000001,3.3000000000000003,8,5.4,6.96,5.960000000000001,6.602,6.448600000000001,6.220400000000001
194,194,F,M,9,8,8,9,7.4,6.3,7,6.2,6.680000000000001,7.6800000000000015,7.006,7.045800000000001,6.801200000000001
195,195,F,M,1,7,7,9,6.6000000000000005,3.6,8,5.2,6.88,6.120000000000001,6.776,6.508800000000001,6.203200000000001
196,196,F,M,2,6,9,8,8.2,3.6,8,5.4,6.96,7.04,6.632,6.781599999999999,6.442400000000001
197,197,F,M,6,5,8,8,7.4,4.5,5,4.4,4.76,6.28,5.082,5.2886,5.0204
198,198,F,M,8,9,7,8,6.6000000000000005,6.3,5,4.8,4.92,6.32,5.774,5.5882,5.3347999999999995
199,199,F,M,6,6,7,8,6.6000000000000005,4.8,9,6.8,8.12,7.520000000000001,7.563999999999999,7.6852,7.492799999999999
200,200,F,M,9,7,7,9,6.6000000000000005,6.0,5,5.0,5.0,6.5200000000000005,5.7,5.666,5.444000000000001
201,201,F,F,9,8,7,8,6.6000000000000005,6.3,6,5.6,5.84,6.920000000000001,6.318,6.2914,6.079600000000001
202,202,F,F,0,5,6,9,5.800000000000001,2.7,6,3.8,5.119999999999999,4.760000000000001,5.254,4.9642,4.6788
203,203,F,M,2,8,8,8,7.4,4.2,9,6.0,7.8,7.08,7.48,7.368,7.0520000000000005
204,204,F,M,0,7,8,9,7.4,3.3000000000000003,7,4.4,5.960000000000001,5.880000000000001,6.102,5.874600000000001,5.5044
205,205,F,M,1,6,6,8,5.800000000000001,3.3,6,4.0,5.199999999999999,4.960000000000001,5.369999999999999,5.099,4.826
206,206,F,F,1,7,7,9,6.6000000000000005,3.6,5,3.4000000000000004,4.36,4.92,5.0120000000000005,4.6596,4.314400000000001
207,207,F,M,9,5,7,9,6.6000000000000005,5.3999999999999995,7,6.2,6.680000000000001,7.32,6.616,6.8208,6.6512
208,208,F,M,1,9,9,9,8.2,4.199999999999999,7,4.6000000000000005,6.040000000000001,6.4399999999999995,6.448,6.1864,5.7696000000000005
209,209,F,M,3,9,9,9,8.2,4.8,7,5.000000000000001,6.200000000000001,6.84,6.620000000000001,6.438000000000001,6.052000000000001
210,210,F,F,4,7,8,9,7.4,4.5,9,6.3999999999999995,7.959999999999999,7.48,7.622,7.6106,7.328399999999999
211,211,F,F,4,8,6,8,5.800000000000001,4.8,8,5.8,7.119999999999999,6.36,7.063999999999999,6.7872,6.5607999999999995
212,212,F,F,1,7,6,9,5.800000000000001,3.6,5,3.4000000000000004,4.36,4.5600000000000005,5.0120000000000005,4.5516000000000005,4.2424
213,213,F,F,9,8,6,9,5.800000000000001,6.3,5,5.0,5.0,6.16,5.83,5.5969999999999995,5.398000000000001
214,214,F,F,9,9,6,8,5.800000000000001,6.6,5,5.0,5.0,6.16,5.86,5.606,5.404
215,215,F,M,0,5,8,8,7.4,2.7,6,3.8,5.119999999999999,5.48,5.153999999999999,5.1502,4.8027999999999995
216,216,F,F,0,5,8,9,7.4,2.7,6,3.8,5.119999999999999,5.48,5.254,5.1802,4.8228
217,217,F,M,3,5,8,9,7.4,3.6,7,5.000000000000001,6.200000000000001,6.48,6.1000000000000005,6.174,5.876000000000001
218,218,F,F,2,7,7,8,6.6000000000000005,3.9000000000000004,5,3.6,4.44,5.120000000000001,4.998,4.7554,4.4356
219,219,F,M,8,7,9,9,8.2,5.7,5,4.8,4.92,7.04,5.614,5.7562,5.4468
220,220,F,F,5,6,8,8,7.4,4.5,6,4.8,5.52,6.48,5.7139999999999995,5.8182,5.534800000000001
221,221,F,M,9,9,8,8,7.4,6.6,7,6.2,6.680000000000001,7.6800000000000015,7.0360000000000005,7.054800000000001,6.807200000000001
222,222,F,F,1,7,9,9,8.2,3.6,6,4.0,5.199999999999999,6.04,5.6,5.492,5.088
223,223,F,F,5,7,6,8,5.800000000000001,4.800000000000001,6,4.8,5.52,5.760000000000001,5.843999999999999,5.6412,5.4168
224,224,F,F,6,5,6,8,5.800000000000001,4.5,6,5.0,5.6,5.960000000000001,5.67,5.689,5.506
225,225,F,M,7,8,8,9,7.4,5.7,5,4.6000000000000005,4.84,6.48,5.658,5.5614,5.259600000000001
226,226,F,F,9,5,7,9,6.6000000000000005,5.3999999999999995,8,6.8,7.52,7.720000000000001,7.203999999999999,7.437200000000001,7.280799999999999
227,227,F,M,1,7,8,9,7.4,3.6,5,3.4000000000000004,4.36,5.28,5.0120000000000005,4.7676,4.3864
228,228,F,F,5,8,7,9,6.6000000000000005,5.1,5,4.2,4.68,5.720000000000001,5.486,5.2018,4.9052
229,229,F,M,4,5,9,8,8.2,3.9000000000000004,6,4.6,5.4399999999999995,6.640000000000001,5.497999999999999,5.7614,5.4395999999999995
230,230,F,M,4,5,6,8,5.800000000000001,3.9000000000000004,5,4.0,4.6,5.16,4.91,4.821,4.594
231,231,F,F,6,9,9,9,8.2,5.7,7,5.6000000000000005,6.44,7.4399999999999995,6.878,6.8154,6.4756
232,232,F,M,8,8,8,8,7.4,6.0,9,7.2,8.28,8.280000000000001,7.9959999999999996,8.1228,7.8992
233,233,F,F,8,9,9,9,8.2,6.3,5,4.8,4.92,7.04,5.8740000000000006,5.8342,5.4988
234,234,F,M,7,5,9,8,8.2,4.800000000000001,9,7.0,8.2,8.44,7.52,7.9879999999999995,7.751999999999999
235,235,F,M,1,9,7,8,6.6000000000000005,4.199999999999999,7,4.6000000000000005,6.040000000000001,5.720000000000001,6.348000000000001,5.9404,5.605600000000001
236,236,F,M,1,7,6,8,5.800000000000001,3.6,8,5.2,6.88,5.760000000000001,6.676,6.370800000000001,6.1112
237,237,F,M,6,8,9,9,8.2,5.3999999999999995,6,5.0,5.6,7.04,6.16,6.16,5.82
238,238,F,F,0,7,6,8,5.800000000000001,3.3000000000000003,8,5.0,6.8,5.5600000000000005,6.59,6.244999999999999,5.970000000000001
239,239,F,F,2,5,9,9,8.2,3.3000000000000003,7,4.800000000000001,6.120000000000001,6.640000000000001,6.014000000000001,6.156200000000001,5.806800000000001
240,240,F,M,1,5,6,9,5.800000000000001,3.0,8,5.2,6.88,5.760000000000001,6.516,6.322800000000001,6.0792
241,241,F,M,0,7,6,8,5.800000000000001,3.3000000000000003,6,3.8,5.119999999999999,4.760000000000001,5.414,5.0122,4.7108
242,242,F,F,4,5,8,8,7.4,3.9000000000000004,8,5.8,7.119999999999999,7.080000000000001,6.6739999999999995,6.8862000000000005,6.626799999999999
243,243,F,F,0,9,9,8,8.2,3.9,5,3.2,4.28,5.4399999999999995,5.086,4.7978000000000005,4.3492
244,244,F,M,6,8,6,9,5.800000000000001,5.3999999999999995,8,6.2,7.28,6.760000000000001,7.336,7.0687999999999995,6.863200000000001
245,245,F,M,0,7,9,8,8.2,3.3000000000000003,6,3.8,5.119999999999999,5.84,5.414,5.3362,4.926799999999999
246,246,F,M,4,8,7,9,6.6000000000000005,4.8,5,4.0,4.6,5.5200000000000005,5.4,5.0760000000000005,4.764
247,247,F,M,9,8,6,9,5.800000000000001,6.3,7,6.2,6.680000000000001,6.960000000000001,7.006,6.8298000000000005,6.6572000000000005
248,248,F,F,4,5,6,8,5.800000000000001,3.9000000000000004,9,6.3999999999999995,7.959999999999999,6.76,7.262,7.2866,7.112399999999999
249,249,F,M,0,8,7,9,6.6000000000000005,3.6,5,3.2,4.28,4.720000000000001,5.056,4.572800000000001,4.199199999999999
250,250,F,F,5,7,6,8,5.800000000000001,4.800000000000001,8,6.0,7.2,6.5600000000000005,7.02,6.8740000000000006,6.676
251,251,F,F,1,6,8,8,7.4,3.3,7,4.6000000000000005,6.040000000000001,6.08,5.958000000000001,5.931400000000001,5.599600000000001
252,252,F,M,5,8,6,9,5.800000000000001,5.1,5,4.2,4.68,5.36,5.486,5.0938,4.8332
253,253,F,F,6,8,9,8,8.2,5.3999999999999995,9,6.8,8.12,8.24,7.824,7.9792000000000005,7.688799999999999
254,254,F,M,9,7,8,9,7.4,6.0,9,7.3999999999999995,8.36,8.48,8.052,8.239600000000001,8.0344
255,255,F,M,6,6,7,9,6.6000000000000005,4.8,5,4.4,4.76,5.920000000000001,5.311999999999999,5.2496,4.994400000000001
256,256,F,M,8,9,7,8,6.6000000000000005,6.3,7,6.000000000000001,6.6000000000000005,7.120000000000001,6.95,6.821000000000001,6.594000000000001
257,257,F,F,6,7,7,9,6.6000000000000005,5.1,8,6.2,7.28,7.120000000000001,7.206,7.1378,6.909200000000001
258,258,F,M,2,5,9,9,8.2,3.3000000000000003,9,6.0,7.8,7.4399999999999995,7.1899999999999995,7.388999999999999,7.066
259,259,F,F,3,6,8,9,7.4,3.9,6,4.3999999999999995,5.359999999999999,6.080000000000001,5.6419999999999995,5.5966000000000005,5.2724
260,260,F,M,0,7,6,8,5.800000000000001,3.3000000000000003,7,4.4,5.960000000000001,5.16,6.002000000000001,5.6286000000000005,5.340400000000001
261,261,F,F,3,5,9,9,8.2,3.6,5,3.8000000000000003,4.5200000000000005,6.04,4.924,5.0492,4.6888000000000005
262,262,F,M,3,6,8,8,7.4,3.9,9,6.2,7.88,7.280000000000001,7.306,7.4158,7.1412
263,263,F,M,7,6,9,8,8.2,5.1,9,7.0,8.2,8.44,7.6499999999999995,8.027000000000001,7.778
264,264,F,M,4,6,6,8,5.800000000000001,4.2,7,5.2,6.28,5.960000000000001,6.216,6.0928,5.8792
265,265,F,F,5,6,7,9,6.6000000000000005,4.5,8,6.0,7.2,6.920000000000001,6.99,6.973000000000001,6.742000000000001
266,266,F,M,4,7,9,8,8.2,4.5,6,4.6,5.4399999999999995,6.640000000000001,5.757999999999999,5.8393999999999995,5.4916
267,267,F,F,3,6,9,8,8.2,3.9,6,4.3999999999999995,5.359999999999999,6.44,5.542,5.6746,5.324400000000001
268,268,F,M,4,5,9,9,8.2,3.9000000000000004,7,5.2,6.28,7.040000000000001,6.186,6.4078,6.0892
269,269,F,M,7,9,6,8,5.800000000000001,6.0,8,6.4,7.36,6.960000000000001,7.452,7.2036,7.010400000000001
270,270,F,F,0,5,9,8,8.2,2.7,8,5.0,6.8,6.640000000000001,6.33,6.491,6.134
271,271,F,M,5,7,8,8,7.4,4.800000000000001,8,6.0,7.2,7.28,7.02,7.09,6.82
272,272,F,F,0,7,6,8,5.800000000000001,3.3000000000000003,5,3.2,4.28,4.36,4.8260000000000005,4.3958,4.0812
273,273,F,F,1,8,8,9,7.4,3.9,8,5.2,6.88,6.48,6.906000000000001,6.655800000000001,6.3012
274,274,F,M,8,7,7,8,6.6000000000000005,5.7,5,4.8,4.92,6.32,5.514,5.5102,5.2828
275,275,F,F,7,6,9,8,8.2,5.1,9,7.0,8.2,8.44,7.6499999999999995,8.027000000000001,7.778
276,276,F,M,4,6,9,9,8.2,4.2,8,5.8,7.119999999999999,7.44,6.903999999999999,7.0632,6.7448
277,277,F,M,4,8,8,9,7.4,4.8,7,5.2,6.28,6.6800000000000015,6.5760000000000005,6.416800000000001,6.0952
278,278,F,M,3,9,8,9,7.4,4.8,5,3.8000000000000003,4.5200000000000005,5.680000000000001,5.444000000000001,5.0972,4.7208000000000006
279,279,F,F,3,5,7,8,6.6000000000000005,3.6,5,3.8000000000000003,4.5200000000000005,5.32,4.824,4.8032,4.524800000000001
280,280,F,F,4,5,6,8,5.800000000000001,3.9000000000000004,7,5.2,6.28,5.960000000000001,6.086,6.053800000000001,5.8532
281,281,F,M,8,5,6,8,5.800000000000001,5.1,8,6.6000000000000005,7.44,7.16,7.018000000000001,7.173400000000001,7.0476
282,282,F,F,3,7,8,8,7.4,4.2,9,6.2,7.88,7.280000000000001,7.436,7.4548,7.167200000000001
283,283,F,M,4,8,7,9,6.6000000000000005,4.8,6,4.6,5.4399999999999995,5.920000000000001,5.9879999999999995,5.6924,5.393599999999999
284,284,F,F,5,8,6,8,5.800000000000001,5.1,8,6.0,7.2,6.5600000000000005,7.15,6.913,6.702
285,285,F,M,7,8,6,8,5.800000000000001,5.7,8,6.4,7.36,6.960000000000001,7.322,7.1646,6.984400000000001
286,286,F,M,6,6,6,8,5.800000000000001,4.8,6,5.0,5.6,5.960000000000001,5.8,5.728000000000001,5.532
287,287,F,M,4,7,8,8,7.4,4.5,5,4.0,4.6,5.880000000000001,5.17,5.115,4.79
288,288,F,F,0,5,9,8,8.2,2.7,9,5.6,7.639999999999999,7.04,6.917999999999999,7.1074,6.7636
289,289,F,M,0,9,8,8,7.4,3.9,5,3.2,4.28,5.08,5.086,4.6898,4.2772
290,290,F,F,6,5,8,8,7.4,4.5,5,4.4,4.76,6.28,5.082,5.2886,5.0204
291,291,F,M,1,5,7,9,6.6000000000000005,3.0,9,5.8,7.719999999999999,6.5200000000000005,7.103999999999999,7.047199999999999,6.780799999999999
292,292,F,F,8,8,9,8,8.2,6.0,9,7.2,8.28,8.64,7.9959999999999996,8.2308,7.9712
293,293,F,M,1,8,9,8,8.2,3.9,9,5.8,7.719999999999999,7.24,7.393999999999999,7.3502,6.982799999999999
294,294,F,F,8,7,9,8,8.2,5.7,8,6.6000000000000005,7.44,8.24,7.2780000000000005,7.5754,7.3156
295,295,F,M,2,9,9,9,8.2,4.5,5,3.6,4.44,5.84,5.3580000000000005,5.0794,4.6516
296,296,F,F,0,6,9,8,8.2,3.0,8,5.0,6.8,6.640000000000001,6.46,6.529999999999999,6.16
297,297,F,M,6,5,6,9,5.800000000000001,4.5,8,6.2,7.28,6.760000000000001,6.946,6.9518,6.785200000000001
298,298,F,M,0,9,7,9,6.6000000000000005,3.9,6,3.8,5.119999999999999,5.120000000000001,5.773999999999999,5.2282,4.8548
299,299,F,M,2,7,8,8,7.4,3.9000000000000004,7,4.800000000000001,6.120000000000001,6.280000000000001,6.174000000000001,6.096200000000001,5.766800000000002
300,300,F,M,9,5,8,8,7.4,5.3999999999999995,5,5.0,5.0,6.880000000000001,5.34,5.666,5.444000000000001
301,301,F,F,4,6,8,8,7.4,4.2,5,4.0,4.6,5.880000000000001,5.04,5.0760000000000005,4.764
302,302,F,F,7,8,6,8,5.800000000000001,5.7,8,6.4,7.36,6.960000000000001,7.322,7.1646,6.984400000000001
303,303,F,M,9,6,9,8,8.2,5.7,5,5.0,5.0,7.24,5.470000000000001,5.813000000000001,5.542000000000001
304,304,F,F,0,5,7,8,6.6000000000000005,2.7,5,3.2,4.28,4.720000000000001,4.566,4.425800000000001,4.1011999999999995
305,305,F,F,8,8,6,8,5.800000000000001,6.0,8,6.6000000000000005,7.44,7.16,7.408,7.2904,7.1256
306,306,F,F,1,5,9,8,8.2,3.0,5,3.4000000000000004,4.36,5.64,4.652,4.7676,4.3864
307,307,F,F,0,8,7,8,6.6000000000000005,3.6,5,3.2,4.28,4.720000000000001,4.956,4.5428,4.1792
308,308,F,M,0,6,9,8,8.2,3.0,5,3.2,4.28,5.4399999999999995,4.696,4.6808,4.2712
309,309,F,F,1,5,9,9,8.2,3.0,9,5.8,7.719999999999999,7.24,7.103999999999999,7.2632,6.924799999999999
310,310,F,M,9,6,7,8,6.6000000000000005,5.7,5,5.0,5.0,6.5200000000000005,5.470000000000001,5.597,5.398000000000001
311,311,F,F,7,8,9,8,8.2,5.7,7,5.800000000000001,6.5200000000000005,7.640000000000001,6.734,6.872200000000001,6.5708
312,312,F,F,0,8,8,9,7.4,3.6,8,5.0,6.8,6.28,6.82,6.529999999999999,6.16
313,313,F,M,2,6,8,8,7.4,3.6,7,4.800000000000001,6.120000000000001,6.280000000000001,6.0440000000000005,6.057200000000001,5.740800000000001
314,314,F,M,8,7,6,9,5.800000000000001,5.7,8,6.6000000000000005,7.44,7.16,7.378,7.2814,7.1196
315,315,F,F,5,6,8,8,7.4,4.5,6,4.8,5.52,6.48,5.7139999999999995,5.8182,5.534800000000001
316,316,F,F,2,8,9,8,8.2,4.2,9,6.0,7.8,7.4399999999999995,7.48,7.476,7.1240000000000006
317,317,F,M,9,8,9,9,8.2,6.3,9,7.3999999999999995,8.36,8.84,8.181999999999999,8.3866,8.132399999999999
318,318,F,F,1,9,6,8,5.800000000000001,4.199999999999999,8,5.2,6.88,5.760000000000001,6.936,6.4488,6.1632
319,319,F,M,3,5,8,8,7.4,3.6,6,4.3999999999999995,5.359999999999999,6.080000000000001,5.411999999999999,5.5276000000000005,5.2264
320,320,F,F,6,8,6,8,5.800000000000001,5.3999999999999995,6,5.0,5.6,5.960000000000001,6.06,5.806,5.584
321,321,F,F,3,9,9,8,8.2,4.8,7,5.000000000000001,6.200000000000001,6.84,6.520000000000001,6.408000000000001,6.032000000000001
322,322,F,M,0,6,8,9,7.4,3.0,5,3.2,4.28,5.08,4.796,4.6028,4.2192
323,323,F,M,7,6,8,9,7.4,5.1,5,4.6000000000000005,4.84,6.48,5.398,5.4834,5.2076
324,324,F,F,4,6,7,8,6.6000000000000005,4.2,8,5.8,7.119999999999999,6.720000000000001,6.803999999999999,6.8172,6.5808
325,325,F,F,2,8,7,8,6.6000000000000005,4.2,9,6.0,7.8,6.720000000000001,7.48,7.26,6.98
326,326,F,M,0,9,9,8,8.2,3.9,9,5.6,7.639999999999999,7.04,7.437999999999999,7.263399999999999,6.8675999999999995
327,327,F,M,3,6,7,8,6.6000000000000005,3.9,6,4.3999999999999995,5.359999999999999,5.720000000000001,5.542,5.4586,5.180400000000001
328,328,F,F,3,6,6,9,5.800000000000001,3.9,6,4.3999999999999995,5.359999999999999,5.360000000000001,5.6419999999999995,5.3806,5.1284
329,329,F,F,2,8,9,9,8.2,4.2,7,4.800000000000001,6.120000000000001,6.640000000000001,6.404000000000001,6.273200000000001,5.884800000000001
330,330,F,M,7,7,8,9,7.4,5.4,6,5.2,5.68,6.880000000000001,6.116,6.1388,5.863200000000001
331,331,F,M,0,6,7,8,6.6000000000000005,3.0,7,4.4,5.960000000000001,5.520000000000001,5.872000000000001,5.697600000000001,5.386400000000001
332,332,F,F,6,6,9,8,8.2,4.8,7,5.6000000000000005,6.44,7.4399999999999995,6.388,6.6684,6.377599999999999
333,333,F,F,7,5,6,9,5.800000000000001,4.800000000000001,6,5.2,5.68,6.160000000000001,5.856,5.8448,5.6672
334,334,F,F,7,7,8,9,7.4,5.4,7,5.800000000000001,6.5200000000000005,7.280000000000001,6.704000000000001,6.7552,6.492800000000001
335,335,F,F,4,6,9,9,8.2,4.2,7,5.2,6.28,7.040000000000001,6.316,6.4468000000000005,6.115200000000001
336,336,F,M,5,5,6,9,5.800000000000001,4.2,9,6.6,8.04,6.960000000000001,7.447999999999999,7.4424,7.2736
337,337,F,M,4,9,6,9,5.800000000000001,5.1,9,6.3999999999999995,7.959999999999999,6.76,7.882,7.4726,7.2364
338,338,F,F,8,9,6,8,5.800000000000001,6.3,9,7.2,8.28,7.5600000000000005,8.126,7.9458,7.7812
339,339,F,F,2,8,6,9,5.800000000000001,4.2,8,5.4,6.96,5.960000000000001,6.992,6.5656,6.298400000000001
340,340,F,M,6,5,6,8,5.800000000000001,4.5,7,5.6000000000000005,6.44,6.360000000000001,6.258,6.305400000000001,6.1356
341,341,F,M,1,5,6,8,5.800000000000001,3.0,8,5.2,6.88,5.760000000000001,6.416,6.2928,6.0592
342,342,F,F,9,6,8,8,7.4,5.7,6,5.6,5.84,7.280000000000001,6.058,6.321400000000001,6.0996
343,343,F,M,3,6,8,8,7.4,3.9,9,6.2,7.88,7.280000000000001,7.306,7.4158,7.1412
344,344,F,M,2,5,9,8,8.2,3.3000000000000003,5,3.6,4.44,5.84,4.738,4.8934,4.5276000000000005
345,345,F,F,0,8,9,9,8.2,3.6,6,3.8,5.119999999999999,5.84,5.643999999999999,5.4052,4.972799999999999
346,346,F,F,4,9,9,9,8.2,5.1,7,5.2,6.28,7.040000000000001,6.7059999999999995,6.5638,6.1932
347,347,F,M,1,8,8,9,7.4,3.9,6,4.0,5.199999999999999,5.680000000000001,5.7299999999999995,5.423,5.042
348,348,F,F,5,9,8,8,7.4,5.3999999999999995,9,6.6,8.04,7.68,7.867999999999999,7.7844,7.501599999999999
349,349,F,F,4,5,8,8,7.4,3.9000000000000004,8,5.8,7.119999999999999,7.080000000000001,6.6739999999999995,6.8862000000000005,6.626799999999999
350,350,F,M,5,6,8,8,7.4,4.5,5,4.2,4.68,6.08,5.1259999999999994,5.2017999999999995,4.9052
351,351,F,F,0,5,7,9,6.6000000000000005,2.7,7,4.4,5.960000000000001,5.520000000000001,5.8420000000000005,5.688600000000001,5.380400000000001
352,352,F,M,1,5,7,8,6.6000000000000005,3.0,5,3.4000000000000004,4.36,4.92,4.652,4.5516000000000005,4.2424
353,353,F,F,5,7,7,9,6.6000000000000005,4.800000000000001,5,4.2,4.68,5.720000000000001,5.356,5.1628,4.8792
354,354,F,F,0,6,9,8,8.2,3.0,7,4.4,5.960000000000001,6.24,5.872000000000001,5.913600000000001,5.530400000000001
355,355,F,M,3,9,8,9,7.4,4.8,7,5.000000000000001,6.200000000000001,6.48,6.620000000000001,6.330000000000001,5.98
356,356,F,M,3,9,9,8,8.2,4.8,9,6.2,7.88,7.640000000000001,7.696,7.6408,7.291200000000001
357,357,F,F,2,5,7,9,6.6000000000000005,3.3000000000000003,8,5.4,6.96,6.32,6.602,6.5565999999999995,6.292400000000001
358,358,F,F,6,8,8,8,7.4,5.3999999999999995,9,6.8,8.12,7.880000000000001,7.824,7.8712,7.6168
359,359,F,F,6,6,6,9,5.800000000000001,4.8,5,4.4,4.76,5.5600000000000005,5.311999999999999,5.1415999999999995,4.9224000000000006
360,360,F,M,0,8,9,8,8.2,3.6,7,4.4,5.960000000000001,6.24,6.132000000000001,5.9916,5.582400000000001
361,361,F,M,3,6,7,9,6.6000000000000005,3.9,9,6.2,7.88,6.92,7.406000000000001,7.3378000000000005,7.089200000000001
362,362,F,F,4,9,9,9,8.2,5.1,6,4.6,5.4399999999999995,6.640000000000001,6.117999999999999,5.9474,5.5636
363,363,F,M,2,7,9,8,8.2,3.9000000000000004,7,4.800000000000001,6.120000000000001,6.640000000000001,6.174000000000001,6.204200000000001,5.838800000000001
364,364,F,F,3,6,6,8,5.800000000000001,3.9,5,3.8000000000000003,4.5200000000000005,4.960000000000001,4.954000000000001,4.734200000000001,4.478800000000001
365,365,F,F,0,7,7,8,6.6000000000000005,3.3000000000000003,8,5.0,6.8,5.920000000000001,6.59,6.353,6.042
366,366,F,M,3,8,8,9,7.4,4.5,7,5.000000000000001,6.200000000000001,6.48,6.490000000000001,6.291,5.954000000000001
367,367,F,M,6,9,6,8,5.800000000000001,5.7,9,6.8,8.12,7.16,7.954,7.6942,7.498799999999999
368,368,F,M,6,5,9,9,8.2,4.5,5,4.4,4.76,6.64,5.1819999999999995,5.4266,5.112400000000001
369,369,F,M,5,7,7,9,6.6000000000000005,4.800000000000001,5,4.2,4.68,5.720000000000001,5.356,5.1628,4.8792
370,370,F,M,5,8,7,8,6.6000000000000005,5.1,9,6.6,8.04,7.32,7.7379999999999995,7.6374,7.4036
371,371,F,M,6,8,7,9,6.6000000000000005,5.3999999999999995,6,5.0,5.6,6.320000000000001,6.16,5.944,5.676
372,372,F,M,8,9,6,8,5.800000000000001,6.3,9,7.2,8.28,7.5600000000000005,8.126,7.9458,7.7812
373,373,F,F,3,8,8,8,7.4,4.5,7,5.000000000000001,6.200000000000001,6.48,6.390000000000001,6.261,5.934000000000001
374,374,F,M,1,7,7,9,6.6000000000000005,3.6,9,5.8,7.719999999999999,6.5200000000000005,7.363999999999999,7.1251999999999995,6.832799999999999
375,375,F,M,9,9,7,8,6.6000000000000005,6.6,8,6.8,7.52,7.720000000000001,7.624,7.5632,7.3648
376,376,F,F,9,6,6,9,5.800000000000001,5.7,8,6.8,7.52,7.36,7.334,7.3682,7.2348
377,377,F,F,2,6,8,9,7.4,3.6,6,4.199999999999999,5.279999999999999,5.880000000000001,5.555999999999999,5.4708,5.1312
378,378,F,F,7,5,7,8,6.6000000000000005,4.800000000000001,9,7.0,8.2,7.720000000000001,7.52,7.772,7.6080000000000005
379,379,F,F,1,7,9,8,8.2,3.6,8,5.2,6.88,6.84,6.676,6.694800000000001,6.3272
380,380,F,M,3,6,6,8,5.800000000000001,3.9,5,3.8000000000000003,4.5200000000000005,4.960000000000001,4.954000000000001,4.734200000000001,4.478800000000001
381,381,F,F,9,7,8,8,7.4,6.0,5,5.0,5.0,6.880000000000001,5.6,5.744,5.496
382,382,F,M,0,9,9,8,8.2,3.9,9,5.6,7.639999999999999,7.04,7.437999999999999,7.263399999999999,6.8675999999999995
383,383,F,F,9,5,9,9,8.2,5.3999999999999995,9,7.3999999999999995,8.36,8.84,7.792,8.2696,8.0544
384,384,F,F,0,5,9,9,8.2,2.7,8,5.0,6.8,6.640000000000001,6.43,6.520999999999999,6.154
385,385,F,F,6,5,7,9,6.6000000000000005,4.5,5,4.4,4.76,5.920000000000001,5.1819999999999995,5.2106,4.968400000000001
386,386,F,M,4,6,6,9,5.800000000000001,4.2,5,4.0,4.6,5.16,5.14,4.89,4.640000000000001
387,387,F,F,6,5,8,8,7.4,4.5,8,6.2,7.28,7.48,6.846,7.1378,6.909200000000001
388,388,F,F,0,6,9,9,8.2,3.0,7,4.4,5.960000000000001,6.24,5.972,5.9436,5.550400000000001
389,389,F,M,5,5,6,8,5.800000000000001,4.2,7,5.4,6.36,6.16,6.172000000000001,6.179600000000001,5.9944
390,390,F,F,3,9,6,8,5.800000000000001,4.8,8,5.6000000000000005,7.04,6.16,7.1080000000000005,6.7004,6.445600000000001
391,391,F,F,4,6,6,9,5.800000000000001,4.2,8,5.8,7.119999999999999,6.36,6.903999999999999,6.7392,6.5287999999999995
392,392,F,F,2,9,6,8,5.800000000000001,4.5,5,3.6,4.44,4.76,5.258000000000001,4.7254000000000005,4.4156
393,393,F,M,2,6,6,9,5.800000000000001,3.6,5,3.6,4.44,4.76,4.968,4.638400000000001,4.3576
394,394,F,F,0,5,6,8,5.800000000000001,2.7,8,5.0,6.8,5.5600000000000005,6.33,6.167,5.918
395,395,F,F,2,5,7,8,6.6000000000000005,3.3000000000000003,5,3.6,4.44,5.120000000000001,4.738,4.6774000000000004,4.3836
396,396,F,F,7,5,9,8,8.2,4.800000000000001,9,7.0,8.2,8.44,7.52,7.9879999999999995,7.751999999999999
397,397,F,M,2,9,7,8,6.6000000000000005,4.5,8,5.4,6.96,6.32,7.022,6.682599999999999,6.3764
398,398,F,M,7,9,7,8,6.6000000000000005,6.0,5,4.6000000000000005,4.84,6.120000000000001,5.688000000000001,5.462400000000001,5.1936
399,399,F,F,8,6,8,9,7.4,5.3999999999999995,5,4.8,4.92,6.680000000000001,5.484,5.6091999999999995,5.348800000000001
400,400,F,M,6,7,9,8,8.2,5.1,5,4.4,4.76,6.64,5.342,5.4746,5.144400000000001
401,401,F,M,5,5,9,8,8.2,4.2,8,6.0,7.2,7.64,6.76,7.120000000000001,6.84
402,402,F,M,3,8,9,9,8.2,4.5,7,5.000000000000001,6.200000000000001,6.84,6.490000000000001,6.399000000000001,6.026000000000001
